combo;band1;band2;band3;band4;band5;class1;class2;class3;class4;class5;mimo1;mimo2;mimo3;mimo4;mimo5;ul1;ul2;ul3;ul4;ul5;ULmimo1;ULmimo2;ULmimo3;ULmimo4;ULmimo5;DLmod1;DLmod2;DLmod3;DLmod4;DLmod5;ULmod1;ULmod2;ULmod3;ULmod4;ULmod5;bcs
66A2-66A2-7A4A-2A4;66;66;7;2;;A;A;A;A;;2;2;4;4;;;;A;;;;;1;;;;;;;;;;256qam;;;
66A4-66A4-7A4-2A2A;66;66;7;2;;A;A;A;A;;4;4;4;2;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4-66A4-7A2-2A4A;66;66;7;2;;A;A;A;A;;4;4;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A2-66A2-7A4-2A4A;66;66;7;2;;A;A;A;A;;2;2;4;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-66A4-7C4;66;66;7;;;A;A;C;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-66A4-7C4C;66;66;7;;;A;A;C;;;4;4;4;;;;;C;;;;;1;;;;;;;;;;256qam;;;
66A4-66A4-7C4A;66;66;7;;;A;A;C;;;4;4;4;;;;;A;;;;;1;;;;;;;;;;256qam;;;
66A4A-66A4-7A4;66;66;7;;;A;A;A;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-66A4-7A4A;66;66;7;;;A;A;A;;;4;4;4;;;;;A;;;;;1;;;;;;;;;;256qam;;;
66A4A-66A4-5A2-5A2;66;66;5;5;;A;A;A;A;;4;4;2;2;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-66A4-5A2A-5A2;66;66;5;5;;A;A;A;A;;4;4;2;2;;;;A;;;;;1;;;;;;;;;;256qam;;;
66A4A-66A4-5A2-2A4-2A4;66;66;5;2;2;A;A;A;A;A;4;4;2;4;4;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-66A4-5A2A-2A4-2A4;66;66;5;2;2;A;A;A;A;A;4;4;2;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;
66A4-66A4-5A2-2A4A-2A4;66;66;5;2;2;A;A;A;A;A;4;4;2;4;4;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-66A4-5B2-2A4;66;66;5;2;;A;A;B;A;;4;4;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-66A4-5B2A-2A4;66;66;5;2;;A;A;B;A;;4;4;2;4;;;;A;;;;;1;;;;;;;;;;256qam;;;
66A4-66A4-5B2-2A4A;66;66;5;2;;A;A;B;A;;4;4;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-66A4-5A2-2A4;66;66;5;2;;A;A;A;A;;4;4;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-66A4-5A2A-2A4;66;66;5;2;;A;A;A;A;;4;4;2;4;;;;A;;;;;1;;;;;;;;;;256qam;;;
66A4-66A4-5A2-2A4A;66;66;5;2;;A;A;A;A;;4;4;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-66A4-5B2;66;66;5;;;A;A;B;;;4;4;2;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-66A4-5B2A;66;66;5;;;A;A;B;;;4;4;2;;;;;A;;;;;1;;;;;;;;;;256qam;;;
66A4A-66A4-5A2A;66;66;5;;;A;A;A;;;4;4;2;;;A;;A;;;1;;1;;;;;;;;256qam;;256qam;;;
66A4A-66A4-5A2;66;66;5;;;A;A;A;;;4;4;2;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-66A4-5A2A;66;66;5;;;A;A;A;;;4;4;2;;;;;A;;;;;1;;;;;;;;;;256qam;;;
66A4A-66A4-2A4-2A4;66;66;2;2;;A;A;A;A;;4;4;4;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-66A4-2A4A-2A4;66;66;2;2;;A;A;A;A;;4;4;4;4;;;;A;;;;;1;;;;;;;;;;256qam;;;
66B4A-66A4-2A4;66;66;2;;;B;A;A;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66B4-66A4A-2A4;66;66;2;;;B;A;A;;;4;4;4;;;;A;;;;;1;;;;;;;;;;256qam;;;;
66B4-66A4-2A4A;66;66;2;;;B;A;A;;;4;4;4;;;;;A;;;;;1;;;;;;;;;;256qam;;;
66A4A-66A4-2C4;66;66;2;;;A;A;C;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-66A4-2C4A;66;66;2;;;A;A;C;;;4;4;4;;;;;A;;;;;1;;;;;;;;;;256qam;;;
66A4A-66A4-2A4A;66;66;2;;;A;A;A;;;4;4;4;;;A;;A;;;1;;1;;;;;;;;256qam;;256qam;;;
66A4A-66A4-2A4;66;66;2;;;A;A;A;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-66A4-2A4A;66;66;2;;;A;A;A;;;4;4;4;;;;;A;;;;;1;;;;;;;;;;256qam;;;
66C4A-66A4;66;66;;;;C;A;;;;4;4;;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66C4-66A4A;66;66;;;;C;A;;;;4;4;;;;;A;;;;;1;;;;;;;;;;256qam;;;;
66B4A-66A4;66;66;;;;B;A;;;;4;4;;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66B4-66A4A;66;66;;;;B;A;;;;4;4;;;;;A;;;;;1;;;;;;;;;;256qam;;;;
66A4A-66A4;66;66;;;;A;A;;;;4;4;;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4A-48A4-48A4-13A2-2A4;66;48;48;13;2;A;A;A;A;A;4;4;4;2;4;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48A4-48A4-13A2A-2A4;66;48;48;13;2;A;A;A;A;A;4;4;4;2;4;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4-48A4-48A4-13A2-2A4A;66;48;48;13;2;A;A;A;A;A;4;4;4;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;
66A4A-48C4-48A4-13A2;66;48;48;13;;A;C;A;A;;4;4;4;2;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48C4-48A4-13A2A;66;48;48;13;;A;C;A;A;;4;4;4;2;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-48A4-48A4-13A2;66;48;48;13;;A;A;A;A;;4;4;4;2;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48A4-48A4-13A2A;66;48;48;13;;A;A;A;A;;4;4;4;2;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-48C4-48A4-2A4;66;48;48;2;;A;C;A;A;;4;4;4;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48C4-48A4-2A4A;66;48;48;2;;A;C;A;A;;4;4;4;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-48A4-48A4-2A4;66;48;48;2;;A;A;A;A;;4;4;4;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48A4-48A4-2A4A;66;48;48;2;;A;A;A;A;;4;4;4;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66C4A-48C4-48A4;66;48;48;;;C;C;A;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66C4A-48A4-48A4;66;48;48;;;C;A;A;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66B4A-48C4-48A4;66;48;48;;;B;C;A;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66B4A-48A4-48A4;66;48;48;;;B;A;A;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4A-48D4-48A4;66;48;48;;;A;D;A;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4A-48C4-48C4;66;48;48;;;A;C;C;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4A-48C4-48A4;66;48;48;;;A;C;A;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4A-48A4-48A4;66;48;48;;;A;A;A;;;4;4;4;;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4A-48D2-46C2-2A4;66;48;46;2;;A;D;C;A;;4;2;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A2A-48D4-46C2-2A2;66;48;46;2;;A;D;C;A;;2;4;2;2;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48D2-46C2-2A4A;66;48;46;2;;A;D;C;A;;4;2;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A2-48D4-46C2-2A2A;66;48;46;2;;A;D;C;A;;2;4;2;2;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-48D4-46A2-2A2;66;48;46;2;;A;D;A;A;;4;4;2;2;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4A-48D2-46A2-2A4;66;48;46;2;;A;D;A;A;;4;2;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A2A-48D4-46A2-2A4;66;48;46;2;;A;D;A;A;;2;4;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48D4-46A2-2A2A;66;48;46;2;;A;D;A;A;;4;4;2;2;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4-48D2-46A2-2A4A;66;48;46;2;;A;D;A;A;;4;2;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A2-48D4-46A2-2A4A;66;48;46;2;;A;D;A;A;;2;4;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-48C4-46D2-2A2;66;48;46;2;;A;C;D;A;;4;4;2;2;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4A-48C2-46D2-2A4;66;48;46;2;;A;C;D;A;;4;2;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A2A-48C4-46D2-2A4;66;48;46;2;;A;C;D;A;;2;4;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48C4-46D2-2A2A;66;48;46;2;;A;C;D;A;;4;4;2;2;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4-48C2-46D2-2A4A;66;48;46;2;;A;C;D;A;;4;2;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A2-48C4-46D2-2A4A;66;48;46;2;;A;C;D;A;;2;4;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-48C4-46C2-2A4;66;48;46;2;;A;C;C;A;;4;4;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48C4-46C2-2A4A;66;48;46;2;;A;C;C;A;;4;4;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-48C4-46A2-2A4;66;48;46;2;;A;C;A;A;;4;4;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48C4-46A2-2A4A;66;48;46;2;;A;C;A;A;;4;4;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-48A4-46E2-2A4;66;48;46;2;;A;A;E;A;;4;4;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48A4-46E2-2A4A;66;48;46;2;;A;A;E;A;;4;4;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-48A4-46D2-2A4;66;48;46;2;;A;A;D;A;;4;4;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48A4-46D2-2A4A;66;48;46;2;;A;A;D;A;;4;4;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-48A4-46C2-2A4;66;48;46;2;;A;A;C;A;;4;4;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48A4-46C2-2A4A;66;48;46;2;;A;A;C;A;;4;4;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
66A4A-48A4-46A2-2A4;66;48;46;2;;A;A;A;A;;4;4;2;4;;A;;;;;1;;;;;;;;;;256qam;;;;;
66A4-48A4-46A2-2A4A;66;48;46;2;;A;A;A;A;;4;4;2;4;;;;;A;;;;;1;;;;;;;;;;256qam;;
